,element,id,web_name,element_type,team,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
7575,227,227,Bamford,4,11,95,7,2,False,2022-10-09T13:00:00Z,2,1,10,61,0,0,0,1,0,0,0,0,0,0,0,0,8.6,3.1,27.0,3.9,1,0.38,0.01,0.39,0.66,73,-613,44936,3387,4000
7576,227,227,Bamford,4,11,104,1,-1,True,2022-10-16T13:00:00Z,0,1,11,45,0,0,0,0,0,0,1,0,0,0,0,-21,2.4,0.5,46.0,4.9,0,1.01,0.01,1.02,0.12,72,-1162,44020,1570,2732
7577,227,227,Bamford,4,11,117,10,2,False,2022-10-20T19:15:00Z,2,0,12,64,0,0,0,2,0,0,0,0,0,0,0,11,8.2,21.7,49.0,7.9,1,0.59,0.04,0.63,0.53,72,5367,57732,7485,2118
7578,227,227,Bamford,4,11,124,9,1,True,2022-10-23T13:00:00Z,2,3,13,26,0,0,0,2,0,0,0,0,0,0,0,-1,3.4,0.5,17.0,2.1,0,0.40,0.01,0.41,0.75,72,-1722,47991,2709,4431
7579,227,227,Bamford,4,11,138,12,4,False,2022-10-29T18:45:00Z,1,2,14,38,0,1,0,0,0,0,0,0,0,0,0,13,21.2,11.7,15.0,4.8,0,0.12,0.04,0.16,1.05,72,-4549,43627,1005,5554
7580,227,227,Bamford,4,11,144,3,0,True,2022-11-05T15:00:00Z,4,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,72,25583,71516,29717,4134
7581,227,227,Bamford,4,11,158,18,0,False,2022-11-12T15:00:00Z,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,72,-22238,47583,311,22549
7582,227,227,Bamford,4,11,167,13,0,True,2022-12-28T20:00:00Z,1,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,72,-7091,41034,590,7681
7583,227,227,Bamford,4,11,176,15,0,False,2022-12-31T15:00:00Z,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,72,-1735,39393,162,1897
7584,227,227,Bamford,4,11,187,19,0,True,2023-01-04T19:45:00Z,2,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,72,-919,38491,90,1009
7585,227,227,Bamford,4,11,191,2,6,False,2023-01-13T20:00:00Z,2,1,20,23,1,0,0,0,0,0,0,0,0,0,1,23,30.2,0.1,21.0,5.1,0,0.50,0.00,0.50,0.59,72,-161,38437,1126,1287
7586,227,227,Bamford,4,11,205,4,1,True,2023-01-22T14:00:00Z,0,0,21,11,0,0,0,0,0,0,0,0,0,0,0,2,0.8,1.3,2.0,0.4,0,0.00,0.06,0.06,0.15,72,10307,49182,12001,1694
7587,227,227,Bamford,4,11,218,16,2,False,2023-02-05T14:00:00Z,1,0,22,66,0,0,0,1,0,0,0,0,0,0,0,5,0.0,13.6,10.0,2.3,1,0.12,0.02,0.14,0.23,72,29881,82169,35840,5959
7588,227,227,Bamford,4,11,76,14,5,False,2023-02-08T20:00:00Z,2,2,22,62,0,1,0,1,0,0,0,0,0,0,0,17,20.6,12.0,4.0,3.7,1,0.00,0.01,0.01,1.34,72,29881,82169,35840,5959
7589,227,227,Bamford,4,11,225,14,1,True,2023-02-12T14:00:00Z,0,2,23,57,0,0,0,0,0,0,0,0,0,0,0,2,1.2,0.3,40.0,4.2,1,0.23,0.00,0.23,0.45,72,-11176,68489,2519,13695
7590,227,227,Bamford,4,11,235,8,2,False,2023-02-18T15:00:00Z,1,0,24,90,0,0,0,1,0,0,0,0,0,0,0,2,6.4,13.9,14.0,3.4,1,0.19,0.04,0.23,1.52,72,-4752,64168,3069,7821
7591,227,227,Bamford,4,11,245,17,1,True,2023-02-25T15:00:00Z,1,0,25,85,0,0,1,0,0,0,0,1,0,0,0,-1,3.4,12.4,36.0,5.2,1,0.13,0.09,0.22,0.25,72,3381,69522,9558,6177
7592,227,227,Bamford,4,11,255,6,0,False,2023-03-04T15:00:00Z,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,72,-10475,57498,935,11410
7593,227,227,Bamford,4,11,265,5,8,True,2023-03-11T15:00:00Z,2,2,27,65,1,0,0,2,0,0,0,0,0,0,2,30,41.8,14.3,11.0,6.7,1,0.21,0.05,0.26,1.22,72,-9197,48298,297,9494
7594,227,227,Bamford,4,11,280,20,2,False,2023-03-18T15:00:00Z,2,4,28,66,0,0,0,1,0,0,0,0,0,0,0,9,5.0,15.0,3.0,2.3,1,0.06,0.08,0.14,1.36,71,6293,56595,8039,1746
7595,227,227,Bamford,4,11,281,1,0,False,2023-04-01T14:00:00Z,4,1,29,5,0,0,0,0,0,0,0,1,0,0,0,-1,0.0,0.0,2.0,0.0,0,0.00,0.00,0.00,0.00,71,4708,60743,7987,3279
7596,227,227,Bamford,4,11,65,16,2,True,2023-04-04T18:45:00Z,2,1,29,90,0,0,0,1,0,0,0,0,0,0,0,-4,3.0,2.6,30.0,3.6,1,0.67,0.04,0.71,0.69,71,4708,60743,7987,3279
7597,227,227,Bamford,4,11,294,7,6,True,2023-04-09T13:00:00Z,1,5,30,78,1,0,0,5,0,0,0,0,0,0,0,25,32.4,0.6,24.0,5.7,1,0.07,0.00,0.07,2.96,71,-5465,54645,1584,7049
7598,228,228,Llorente,2,11,5,20,2,True,2022-08-06T14:00:00Z,2,1,1,90,0,0,0,1,0,0,0,0,0,0,0,16,23.0,0.5,2.0,2.6,1,0.00,0.00,0.00,1.84,45,0,22468,0,0
7599,228,228,Llorente,2,11,19,17,1,False,2022-08-13T14:00:00Z,2,2,2,90,0,0,0,2,0,0,0,0,0,0,0,16,12.4,0.3,1.0,1.4,1,0.02,0.00,0.02,1.22,45,-1921,25427,1635,3556
7600,228,228,Llorente,2,11,25,6,8,True,2022-08-21T13:00:00Z,3,0,3,90,0,0,1,0,0,0,0,0,0,0,2,27,11.6,0.2,4.0,1.6,1,0.05,0.00,0.05,0.88,45,-2022,25037,813,2835
7601,228,228,Llorente,2,11,34,5,2,False,2022-08-27T14:00:00Z,1,0,4,90,0,0,0,1,0,0,0,0,0,0,0,17,13.6,0.6,7.0,2.1,1,0.44,0.00,0.44,2.02,45,8164,39082,10862,2698
7602,228,228,Llorente,2,11,45,8,1,True,2022-08-30T19:00:00Z,1,1,5,90,0,0,0,1,0,0,0,1,0,0,0,14,9.4,1.8,8.0,1.9,1,0.07,0.01,0.08,1.00,45,3495,44683,7725,4230
7603,228,228,Llorente,2,11,52,4,0,False,2022-09-03T14:00:00Z,5,2,6,90,0,0,0,5,0,0,0,0,0,0,0,5,5.4,1.3,0.0,0.7,1,0.00,0.01,0.01,2.43,45,-2675,43500,3555,6230
7604,228,228,Llorente,2,11,85,2,0,True,2022-10-02T15:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-866,38447,1121,1987
7605,228,228,Llorente,2,11,95,7,0,False,2022-10-09T13:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2231,36453,466,2697
7606,228,228,Llorente,2,11,104,1,0,True,2022-10-16T13:00:00Z,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1878,34861,232,2110
7607,228,228,Llorente,2,11,117,10,1,False,2022-10-20T19:15:00Z,2,0,12,90,0,0,0,2,0,0,0,0,0,0,0,16,16.0,1.1,18.0,3.5,1,0.14,0.01,0.15,0.79,45,-1223,33429,181,1404
7608,228,228,Llorente,2,11,124,9,0,True,2022-10-23T13:00:00Z,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-807,33286,344,1151
7609,228,228,Llorente,2,11,138,12,0,False,2022-10-29T18:45:00Z,1,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1466,31922,183,1649
7610,228,228,Llorente,2,11,144,3,0,True,2022-11-05T15:00:00Z,4,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-987,31049,257,1244
7611,228,228,Llorente,2,11,158,18,0,False,2022-11-12T15:00:00Z,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1051,30077,163,1214
7612,228,228,Llorente,2,11,167,13,1,True,2022-12-28T20:00:00Z,1,3,17,18,0,0,0,0,0,0,0,0,0,0,0,4,7.6,0.0,0.0,0.8,0,0.00,0.00,0.00,0.82,44,-1525,28756,658,2183
7613,228,228,Llorente,2,11,176,15,0,False,2022-12-31T15:00:00Z,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-256,28592,169,425
7614,228,228,Llorente,2,11,187,19,0,True,2023-01-04T19:45:00Z,2,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-304,28335,78,382
7615,228,228,Llorente,2,11,191,2,0,False,2023-01-13T20:00:00Z,2,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-433,27950,123,556
7616,228,228,Llorente,2,11,205,4,0,True,2023-01-22T14:00:00Z,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-355,27655,110,465
7617,228,228,Llorente,2,11,218,16,0,False,2023-02-05T14:00:00Z,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1030,26665,181,1211
7618,228,228,Llorente,2,11,76,14,0,False,2023-02-08T20:00:00Z,2,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1030,26665,181,1211
7619,228,228,Llorente,2,11,225,14,0,True,2023-02-12T14:00:00Z,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1104,25585,0,1104
7620,228,228,Llorente,2,11,235,8,0,False,2023-02-18T15:00:00Z,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-651,24953,0,651
7621,228,228,Llorente,2,11,245,17,0,True,2023-02-25T15:00:00Z,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-506,24412,0,506
7622,228,228,Llorente,2,11,255,6,0,False,2023-03-04T15:00:00Z,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-378,24085,0,378
7623,228,228,Llorente,2,11,265,5,0,True,2023-03-11T15:00:00Z,2,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-346,23736,0,346
7624,228,228,Llorente,2,11,280,20,0,False,2023-03-18T15:00:00Z,2,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-200,23534,0,200
7625,228,228,Llorente,2,11,281,1,0,False,2023-04-01T14:00:00Z,4,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-203,23339,0,203
7626,228,228,Llorente,2,11,65,16,0,True,2023-04-04T18:45:00Z,2,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-203,23339,0,203
7627,228,228,Llorente,2,11,294,7,0,True,2023-04-09T13:00:00Z,1,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-136,23213,0,136
7628,230,230,Koch,2,11,5,20,2,True,2022-08-06T14:00:00Z,2,1,1,90,0,0,0,1,0,0,0,0,0,0,0,19,25.4,0.3,4.0,3.0,1,0.06,0.00,0.06,1.84,45,0,9288,0,0
7629,230,230,Koch,2,11,19,17,1,False,2022-08-13T14:00:00Z,2,2,2,90,0,0,0,2,0,0,0,0,0,0,0,15,28.2,0.2,0.0,2.8,1,0.00,0.00,0.00,1.22,45,-226,11920,945,1171
7630,230,230,Koch,2,11,25,6,6,True,2022-08-21T13:00:00Z,3,0,3,90,0,0,1,0,0,0,0,0,0,0,0,21,14.2,0.4,0.0,1.5,1,0.00,0.00,0.00,0.88,45,-900,12002,486,1386
7631,230,230,Koch,2,11,34,5,2,False,2022-08-27T14:00:00Z,1,0,4,90,0,0,0,1,0,0,0,0,0,0,0,13,18.0,0.8,0.0,1.9,1,0.00,0.01,0.01,2.02,45,1675,15950,2688,1013
7632,230,230,Koch,2,11,45,8,2,True,2022-08-30T19:00:00Z,1,1,5,90,0,0,0,1,0,0,0,0,0,0,0,11,15.6,5.4,20.0,4.1,1,0.04,0.03,0.07,1.00,45,326,17196,1765,1439
7633,230,230,Koch,2,11,52,4,0,False,2022-09-03T14:00:00Z,5,2,6,90,0,0,0,5,0,0,0,0,0,0,0,8,7.4,0.9,2.0,1.0,1,0.00,0.01,0.01,2.43,45,-442,17796,1365,1807
7634,230,230,Koch,2,11,85,2,5,True,2022-10-02T15:30:00Z,0,0,9,90,0,0,1,0,0,0,0,1,0,0,0,19,14.4,0.3,0.0,1.5,1,0.00,0.00,0.00,2.25,45,-337,16828,469,806
7635,230,230,Koch,2,11,95,7,0,False,2022-10-09T13:00:00Z,2,1,10,90,0,0,0,2,0,0,0,1,0,0,0,6,12.0,0.5,2.0,1.5,1,0.00,0.01,0.01,1.08,45,732,18033,1421,689
7636,230,230,Koch,2,11,104,1,2,True,2022-10-16T13:00:00Z,0,1,11,90,0,0,0,1,0,0,0,0,0,0,0,12,15.0,1.7,0.0,1.7,1,0.00,0.01,0.01,0.55,45,-521,17709,426,947
7637,230,230,Koch,2,11,117,10,-3,False,2022-10-20T19:15:00Z,2,0,12,45,0,0,0,2,1,0,0,1,0,0,0,-6,0.0,0.8,0.0,0.0,1,0.00,0.00,0.00,0.48,45,116,18305,583,467
7638,230,230,Koch,2,11,124,9,1,True,2022-10-23T13:00:00Z,2,3,13,90,0,0,0,3,0,0,0,0,0,0,0,15,13.4,1.0,0.0,1.4,1,0.00,0.01,0.01,1.85,45,-498,17643,393,891
7639,230,230,Koch,2,11,138,12,2,False,2022-10-29T18:45:00Z,1,2,14,90,0,0,0,1,0,0,0,0,0,0,0,12,35.4,3.3,0.0,3.9,1,0.00,0.00,0.00,1.74,45,-729,17096,190,919
7640,230,230,Koch,2,11,144,3,1,True,2022-11-05T15:00:00Z,4,3,15,90,0,0,0,3,0,0,0,0,0,0,0,11,9.8,2.6,24.0,3.6,1,0.12,0.06,0.18,1.47,45,1319,18743,2025,706
7641,230,230,Koch,2,11,158,18,0,False,2022-11-12T15:00:00Z,4,3,16,90,0,0,0,4,0,0,0,0,0,0,0,13,19.8,1.0,0.0,2.1,1,0.00,0.01,0.01,1.80,45,-1710,17094,154,1864
7642,230,230,Koch,2,11,167,13,1,True,2022-12-28T20:00:00Z,1,3,17,90,0,0,0,3,0,0,0,0,0,0,0,9,10.6,0.3,2.0,1.3,1,0.00,0.03,0.03,4.20,45,-1133,16305,486,1619
7643,230,230,Koch,2,11,176,15,6,False,2022-12-31T15:00:00Z,0,0,18,90,0,0,1,0,0,0,0,0,0,0,0,20,16.2,0.2,0.0,1.6,1,0.00,0.00,0.00,2.01,45,-192,16272,147,339
7644,230,230,Koch,2,11,187,19,1,True,2023-01-04T19:45:00Z,2,2,19,90,0,0,0,2,0,0,0,0,0,0,0,16,24.6,0.3,36.0,6.1,1,0.07,0.00,0.07,1.42,45,610,17040,870,260
7645,230,230,Koch,2,11,191,2,0,False,2023-01-13T20:00:00Z,2,1,20,87,0,0,0,2,0,0,0,1,0,0,0,8,14.4,10.6,0.0,2.5,1,0.00,0.00,0.00,1.28,45,665,17864,1397,732
7646,230,230,Koch,2,11,205,4,5,True,2023-01-22T14:00:00Z,0,0,21,90,0,0,1,0,0,0,0,1,0,0,0,18,17.4,0.9,0.0,1.8,1,0.00,0.01,0.01,0.29,45,-1467,16444,128,1595
7647,230,230,Koch,2,11,218,16,0,False,2023-02-05T14:00:00Z,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1150,15303,110,1260
7648,230,230,Koch,2,11,76,14,1,False,2023-02-08T20:00:00Z,2,2,22,90,0,0,0,2,0,0,0,0,0,0,0,12,12.0,0.5,0.0,1.3,1,0.00,0.05,0.05,2.19,45,-1150,15303,110,1260
7649,230,230,Koch,2,11,225,14,1,True,2023-02-12T14:00:00Z,0,2,23,90,0,0,0,2,0,0,0,0,0,0,0,10,14.6,0.3,8.0,2.3,1,0.25,0.00,0.25,1.12,45,-91,15302,210,301
7650,230,230,Koch,2,11,235,8,2,False,2023-02-18T15:00:00Z,1,0,24,90,0,0,0,1,0,0,0,0,0,0,0,13,25.0,0.3,0.0,2.5,1,0.00,0.00,0.00,1.52,45,148,15584,354,206
7651,230,230,Koch,2,11,245,17,8,True,2023-02-25T15:00:00Z,1,0,25,90,0,0,1,0,0,0,0,0,0,0,2,30,16.2,1.0,0.0,1.7,1,0.00,0.01,0.01,0.37,45,3419,21098,3968,549
7652,230,230,Koch,2,11,255,6,2,False,2023-03-04T15:00:00Z,1,0,26,90,0,0,0,1,0,0,0,0,0,0,0,10,15.8,0.4,7.0,2.3,1,0.14,0.01,0.15,1.52,45,-1526,17793,689,2215
7653,230,230,Koch,2,11,265,5,1,True,2023-03-11T15:00:00Z,2,2,27,90,0,0,0,2,0,0,0,0,0,0,0,15,17.0,0.3,0.0,1.7,1,0.00,0.00,0.00,1.63,45,607,18609,1411,804
7654,230,230,Koch,2,11,280,20,1,False,2023-03-18T15:00:00Z,2,4,28,90,0,0,0,2,0,0,0,0,0,0,0,12,19.0,0.3,0.0,1.9,1,0.00,0.00,0.00,2.86,45,-342,18623,966,1308
7655,230,230,Koch,2,11,281,1,0,False,2023-04-01T14:00:00Z,4,1,29,73,0,0,0,3,0,0,0,1,0,0,0,7,18.4,0.5,0.0,1.9,1,0.00,0.00,0.00,3.26,45,362,18933,1012,650
7656,230,230,Koch,2,11,65,16,2,True,2023-04-04T18:45:00Z,2,1,29,90,0,0,0,1,0,0,0,0,0,0,0,11,11.2,1.5,4.0,1.7,1,0.07,0.01,0.08,0.79,45,362,18933,1012,650
7657,230,230,Koch,2,11,294,7,0,True,2023-04-09T13:00:00Z,1,5,30,90,0,0,0,5,0,0,0,0,0,0,0,18,35.2,0.5,17.0,5.3,1,0.06,0.01,0.07,3.03,45,-562,18400,308,870
7658,233,233,Harrison,3,11,5,20,6,True,2022-08-06T14:00:00Z,2,1,1,90,0,1,0,1,0,0,0,1,0,0,2,25,34.8,78.8,10.0,12.4,1,0.00,0.34,0.34,1.84,60,0,79451,0,0
7659,233,233,Harrison,3,11,19,17,4,False,2022-08-13T14:00:00Z,2,2,2,83,0,1,0,2,0,0,0,1,0,0,0,18,34.2,52.2,4.0,9.0,1,0.00,0.15,0.15,1.16,60,24966,124577,38427,13461
7660,233,233,Harrison,3,11,25,6,14,True,2022-08-21T13:00:00Z,3,0,3,82,1,1,1,0,0,0,0,0,0,0,3,43,67.4,15.8,52.0,13.5,1,0.54,0.10,0.64,0.88,60,-1117,126900,24168,25285
7661,233,233,Harrison,3,11,34,5,2,False,2022-08-27T14:00:00Z,1,0,4,73,0,0,0,1,0,0,0,0,0,0,0,7,8.2,11.9,18.0,3.8,1,0.04,0.05,0.09,2.02,60,199491,373863,235964,36473
7662,233,233,Harrison,3,11,45,8,2,True,2022-08-30T19:00:00Z,1,1,5,90,0,0,0,1,0,0,0,0,0,0,0,-5,7.6,37.4,34.0,7.9,1,0.20,0.16,0.36,1.00,61,52410,435313,113094,60684
7663,233,233,Harrison,3,11,52,4,1,False,2022-09-03T14:00:00Z,5,2,6,45,0,0,0,2,0,0,0,0,0,0,0,6,5.4,27.7,2.0,3.5,1,0.00,0.15,0.15,1.10,61,191169,647604,264390,73221
7664,233,233,Harrison,3,11,85,2,3,True,2022-10-02T15:30:00Z,0,0,9,78,0,0,1,0,0,0,0,0,0,0,0,3,0.0,0.7,2.0,0.1,1,0.00,0.03,0.03,1.91,62,-20459,485857,43512,63971
7665,233,233,Harrison,3,11,95,7,2,False,2022-10-09T13:00:00Z,2,1,10,90,0,0,0,2,0,0,0,0,0,0,0,7,14.6,16.0,13.0,4.4,1,0.04,0.19,0.23,1.08,61,-76647,407695,9056,85703
7666,233,233,Harrison,3,11,104,1,2,True,2022-10-16T13:00:00Z,0,1,11,75,0,0,0,1,0,0,0,0,0,0,0,11,4.8,24.9,3.0,3.3,1,0.04,0.24,0.28,0.48,61,-51964,357185,3557,55521
7667,233,233,Harrison,3,11,117,10,1,False,2022-10-20T19:15:00Z,2,0,12,25,0,0,0,0,0,0,0,0,0,0,0,2,0.6,0.6,4.0,0.5,0,0.00,0.01,0.01,0.26,60,-10235,339370,10391,20626
7668,233,233,Harrison,3,11,124,9,5,True,2022-10-23T13:00:00Z,2,3,13,90,0,1,0,3,0,0,0,0,0,0,0,11,8.0,16.2,28.0,5.2,1,0.23,0.12,0.35,1.85,60,-35338,314914,5698,41036
7669,233,233,Harrison,3,11,138,12,2,False,2022-10-29T18:45:00Z,1,2,14,71,0,0,0,1,0,0,0,0,0,0,0,0,4.6,15.1,24.0,4.4,1,0.22,0.02,0.24,1.35,59,-39793,275741,3934,43727
7670,233,233,Harrison,3,11,144,3,1,True,2022-11-05T15:00:00Z,4,3,15,45,0,0,0,2,0,0,0,0,0,0,0,6,5.6,17.7,0.0,2.3,1,0.00,0.12,0.12,1.10,59,-15939,261072,12121,28060
7671,233,233,Harrison,3,11,158,18,0,False,2022-11-12T15:00:00Z,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-40998,220042,952,41950
7672,233,233,Harrison,3,11,167,13,0,True,2022-12-28T20:00:00Z,1,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-39623,181150,1368,40991
7673,233,233,Harrison,3,11,176,15,3,False,2022-12-31T15:00:00Z,0,0,18,63,0,0,1,0,0,0,0,0,0,0,0,8,5.4,33.3,4.0,4.3,1,0.04,0.20,0.24,1.85,58,-8361,173082,266,8627
7674,233,233,Harrison,3,11,187,19,4,True,2023-01-04T19:45:00Z,2,2,19,27,0,1,0,0,0,0,0,0,0,0,0,11,22.4,28.6,20.0,7.1,0,0.01,0.36,0.37,0.20,58,-2054,171315,1062,3116
7675,233,233,Harrison,3,11,191,2,2,False,2023-01-13T20:00:00Z,2,1,20,66,0,0,0,2,0,0,0,0,0,0,0,-1,15.0,39.3,46.0,10.0,1,0.93,0.19,1.12,0.69,58,-1933,169726,2583,4516
7676,233,233,Harrison,3,11,205,4,3,True,2023-01-22T14:00:00Z,0,0,21,90,0,0,1,0,0,0,0,0,0,0,0,5,8.2,5.0,11.0,2.4,1,0.05,0.07,0.12,0.29,58,-2812,167161,1519,4331
7677,233,233,Harrison,3,11,218,16,2,False,2023-02-05T14:00:00Z,1,0,22,82,0,0,0,1,0,0,0,0,0,0,0,5,4.6,8.0,4.0,1.7,1,0.03,0.06,0.09,0.27,58,37858,209417,44952,7094
7678,233,233,Harrison,3,11,76,14,2,False,2023-02-08T20:00:00Z,2,2,22,62,0,0,0,1,0,0,0,0,0,0,0,9,6.8,16.7,5.0,2.9,1,0.02,0.24,0.26,1.34,58,37858,209417,44952,7094
7679,233,233,Harrison,3,11,225,14,3,True,2023-02-12T14:00:00Z,0,2,23,72,0,0,1,0,0,0,0,0,0,0,0,-1,7.6,20.8,8.0,3.6,1,0.28,0.16,0.44,0.51,58,-18496,187313,1703,20199
7680,233,233,Harrison,3,11,235,8,2,False,2023-02-18T15:00:00Z,1,0,24,85,0,0,0,1,0,0,0,0,0,0,0,5,3.8,19.1,5.0,2.8,1,0.02,0.11,0.13,1.39,58,-3701,184366,3458,7159
7681,233,233,Harrison,3,11,245,17,6,True,2023-02-25T15:00:00Z,1,0,25,90,0,1,1,0,0,0,0,0,0,0,0,19,27.0,31.8,9.0,6.8,1,0.04,0.05,0.09,0.37,58,950,186499,8003,7053
7682,233,233,Harrison,3,11,255,6,2,False,2023-03-04T15:00:00Z,1,0,26,79,0,0,0,1,0,0,0,0,0,0,0,11,9.6,35.8,5.0,5.0,1,0.07,0.14,0.21,1.50,58,-5608,180381,2753,8361
7683,233,233,Harrison,3,11,265,5,11,True,2023-03-11T15:00:00Z,2,2,27,90,1,1,0,2,1,0,0,0,0,0,3,31,63.0,37.4,24.0,12.4,1,0.86,0.09,0.95,1.63,57,-4442,176148,4273,8715
7684,233,233,Harrison,3,11,280,20,9,False,2023-03-18T15:00:00Z,2,4,28,90,1,0,0,2,0,0,0,0,0,0,2,27,39.6,4.8,22.0,6.6,1,0.27,0.00,0.27,2.86,57,65502,272595,73422,7920
7685,233,233,Harrison,3,11,281,1,2,False,2023-04-01T14:00:00Z,4,1,29,84,0,0,0,4,0,0,0,0,0,0,0,5,5.2,2.0,19.0,2.6,1,0.12,0.01,0.13,3.41,57,44370,291563,57936,13566
7686,233,233,Harrison,3,11,65,16,8,True,2023-04-04T18:45:00Z,2,1,29,90,1,0,0,1,0,0,0,0,0,0,1,30,45.0,24.7,42.0,11.2,1,0.82,0.07,0.89,0.79,57,44370,291563,57936,13566
7687,233,233,Harrison,3,11,294,7,2,True,2023-04-09T13:00:00Z,1,5,30,90,0,0,0,5,0,0,0,0,0,0,0,6,13.6,17.8,11.0,4.2,1,0.06,0.02,0.08,3.03,57,39367,329194,50429,11062
7688,235,235,Struijk,2,11,5,20,2,True,2022-08-06T14:00:00Z,2,1,1,90,0,0,0,1,0,0,0,0,0,0,0,10,20.2,1.3,4.0,2.6,1,0.10,0.00,0.10,1.84,45,0,7963,0,0
7689,235,235,Struijk,2,11,19,17,6,False,2022-08-13T14:00:00Z,2,2,2,90,0,1,0,2,0,0,0,0,0,0,2,33,44.4,11.8,18.0,7.4,1,0.08,0.01,0.09,1.22,45,-634,9261,697,1331
7690,235,235,Struijk,2,11,25,6,6,True,2022-08-21T13:00:00Z,3,0,3,90,0,0,1,0,0,0,0,0,0,0,0,24,18.8,12.9,0.0,3.2,1,0.00,0.01,0.01,0.88,45,1586,13159,2960,1374
